,TF,Term,Stem,wTF,SType,Score,wTFref
116,4,including,includ,0.002523659305993691,raw,1.9302471670452785,0.0003662140746134407
127,3,changes,chang,0.0018927444794952682,raw,1.909031327895006,0.0002805499635927528
57,3,literature,literatur,0.0018927444794952682,raw,1.8938795228744036,0.0002848331691437872
273,3,list,list,0.0018927444794952682,raw,1.8938795228744036,0.0002848331691437872
206,3,normal,normal,0.0018927444794952682,raw,1.8715737653601052,0.0002912579774703388
69,3,according,accord,0.0018927444794952682,raw,1.8425862284868528,0.0002998243885724076
245,4,needed,need,0.002523659305993691,raw,1.8408021066933518,0.00040047971902171584
4,3,method,method,0.0018927444794952682,raw,1.8284015934948965,0.000304107594123442
137,3,addition,addit,0.0018927444794952682,raw,1.8284015934948965,0.000304107594123442
21,5,society,societi,0.0031545741324921135,raw,1.8269941337270168,0.0005075598577975757
36,3,ideas,idea,0.0018927444794952682,raw,1.82138402083625,0.0003062491968989592
37,3,industrial,industri,0.0018927444794952682,raw,1.82138402083625,0.0003062491968989592
99,6,company,compani,0.0037854889589905363,raw,1.807494908675583,0.0006210648048999871
118,8,city,citi,0.005047318611987382,raw,1.7912482922386224,0.0008416498907782584
63,3,production,product,0.0018927444794952682,raw,1.7870163773320422,0.0003169572107765452
8,3,meet,meet,0.0018927444794952682,raw,1.7802823451506982,0.0003190988135520624
65,4,value,valu,0.002523659305993691,raw,1.7735933569999016,0.0004283205551034394
233,3,working,work,0.0018927444794952682,raw,1.766948814281233,0.00032338201910309675
214,4,top,top,0.002523659305993691,raw,1.7537907297037219,0.0004368869662055082
252,3,international,intern,0.0018927444794952682,raw,1.7408035341769108,0.00033194843020516553
255,3,county,counti,0.0018927444794952682,raw,1.7408035341769108,0.00033194843020516553
115,3,similar,similar,0.0018927444794952682,raw,1.7279828457478492,0.00033623163575619995
3,31,new,new,0.019558359621451103,raw,1.72020548358184,0.0035015205379706174
170,4,control,control,0.002523659305993691,raw,1.6647389520878195,0.0004775774189403349
171,4,center,center,0.002523659305993691,raw,1.6602646716928984,0.00047971902171585213
52,4,future,futur,0.002523659305993691,raw,1.6469607060665354,0.00048614383004240376
74,5,whether,whether,0.0031545741324921135,raw,1.6390624640422953,0.0006124983937979184
154,3,amount,amount,0.0018927444794952682,raw,1.6367341742827042,0.0003683556773889579
72,10,use,use,0.006309148264984227,raw,1.606385438015995,0.0012656872403306635
79,7,system,system,0.004416403785488959,raw,1.6008412512220975,0.000890906754615154
145,4,change,chang,0.002523659305993691,raw,1.591271800205947,0.0005139846661241273
35,4,result,result,0.002523659305993691,raw,1.5747424982547364,0.000522551077226196
271,4,federal,feder,0.002523659305993691,raw,1.5665791876155757,0.0005268342827772305
265,3,dark,dark,0.0018927444794952682,raw,1.5638728260178325,0.0003961965134706815
181,4,major,major,0.002523659305993691,raw,1.5625223869199611,0.0005289758855527477
125,6,national,nation,0.0037854889589905363,raw,1.550449805685692,0.0008031010408189489
139,7,public,public,0.004416403785488959,raw,1.549307601106915,0.0009380220156765323
49,4,political,polit,0.002523659305993691,raw,1.5189511386263208,0.0005525335160834369
110,3,started,start,0.0018927444794952682,raw,1.5163704920328291,0.00041547093845033624
152,7,number,number,0.004416403785488959,raw,1.4745475258978056,0.001010836510044117
163,7,united,unit,0.004416403785488959,raw,1.4535823974327606,0.001032252537799289
232,3,rate,rate,0.0018927444794952682,raw,1.4418943991313464,0.00044759498008309416
165,4,local,local,0.002523659305993691,raw,1.4089502434119923,0.0006167815993489528
222,3,common,common,0.0018927444794952682,raw,1.3770568796360387,0.0004775774189403349
123,5,order,order,0.0031545741324921135,raw,1.3654651314722535,0.0008052426435944661
102,5,several,sever,0.0031545741324921135,raw,1.3628090874141372,0.0008073842463699833
175,3,community,commun,0.0018927444794952682,raw,1.3418109405743637,0.0004947102411444725
180,4,different,differ,0.002523659305993691,raw,1.3289075357384559,0.0006681800659613655
78,4,service,servic,0.002523659305993691,raw,1.3193380847223053,0.0006746048742879171
5,7,however,howev,0.004416403785488959,raw,1.3179784652062656,0.0011821647320854928
261,3,south,south,0.0018927444794952682,raw,1.303589727754166,0.0005139846661241273
238,4,country,countri,0.002523659305993691,raw,1.291167207755609,0.0006938792992675719
7,5,better,better,0.0031545741324921135,raw,1.2691883010368337,0.0008866235490641196
209,6,high,high,0.0037854889589905363,raw,1.2687858055594738,0.001064376579432047
174,7,used,use,0.004416403785488959,raw,1.2164295523117654,0.0013085192958410075
38,6,found,found,0.0037854889589905363,raw,1.1932416705853006,0.0011478990876772177
215,3,across,across,0.0018927444794952682,raw,1.1423215801580437,0.0006039319826958495
76,8,world,world,0.005047318611987382,raw,1.0968296556904804,0.001685441384332034
183,3,human,human,0.0018927444794952682,raw,1.083785077705471,0.0006403392298796419
164,6,states,state,0.0037854889589905363,raw,1.0754586349289172,0.0012913864736368698
117,3,york,york,0.0018927444794952682,raw,1.0738016337212877,0.0006467640382061935
29,3,problem,problem,0.0018927444794952682,raw,1.0380254605560042,0.0006703216687368827
207,3,open,open,0.0018927444794952682,raw,1.0221772683159804,0.0006810296826144686
134,7,work,work,0.004416403785488959,raw,0.9955799557967145,0.0016319013149441043
227,6,life,life,0.0037854889589905363,raw,0.905093288962095,0.0015312459844947959
90,3,within,within,0.0018927444794952682,raw,0.9009062626078785,0.0007688353964106738
94,3,need,need,0.0018927444794952682,raw,0.8981246196460015,0.000770976999186191
267,3,john,john,0.0018927444794952682,raw,0.8925844392703862,0.0007752602047372254
191,3,important,import,0.0018927444794952682,raw,0.8734320070556301,0.0007902514241658457
59,3,given,given,0.0018927444794952682,raw,0.8519834636481466,0.0008073842463699833
150,17,will,will,0.010725552050473186,raw,0.802368906307909,0.0048078982310361075
188,3,end,end,0.0018927444794952682,raw,0.7705134950533556,0.0008759155351865336
101,3,left,left,0.0018927444794952682,raw,0.6104425471942206,0.0010279693322482546
119,3,around,around,0.0018927444794952682,raw,0.4527268012024662,0.0012035807598406647
258,4,state,state,0.002523659305993691,raw,0.3785870552779896,0.001728273439842378
210,3,against,against,0.0018927444794952682,raw,0.34328211046323664,0.0013427849402492826
114,3,since,sinc,0.0018927444794952682,raw,0.3416884846279586,0.0013449265430247998
153,4,people,peopl,0.002523659305993691,raw,0.33021002889588386,0.001813937550863066
205,3,great,great,0.0018927444794952682,raw,0.28444161044030314,0.001424165845718936
146,7,time,time,0.004416403785488959,raw,0.2550183851571408,0.003422281235276481
147,5,even,even,0.0031545741324921135,raw,0.23029524707034613,0.0025056752473551205
103,4,years,year,0.002523659305993691,raw,0.21544873895335173,0.002034522636741337
