,TF,Term,wTF
399,38,since,0.0008623037124444041
405,38,made,0.0008623037124444041
466,38,mental,0.0008623037124444041
468,38,personality,0.0008623037124444041
531,38,notes,0.0008623037124444041
853,38,order,0.0008623037124444041
1099,38,less,0.0008623037124444041
2220,38,declared,0.0008623037124444041
3386,38,resolution,0.0008623037124444041
68,37,measures,0.0008396115094853408
174,37,groups,0.0008396115094853408
290,37,thought,0.0008396115094853408
302,37,war,0.0008396115094853408
363,37,western,0.0008396115094853408
386,37,considered,0.0008396115094853408
414,37,ways,0.0008396115094853408
416,37,movements,0.0008396115094853408
610,37,behaviors,0.0008396115094853408
1196,37,low,0.0008396115094853408
1206,37,motivation,0.0008396115094853408
1220,37,increase,0.0008396115094853408
1547,37,forms,0.0008396115094853408
1862,37,learned,0.0008396115094853408
469,36,type,0.0008169193065262776
551,36,original,0.0008169193065262776
576,36,focused,0.0008169193065262776
620,36,early,0.0008169193065262776
751,36,way,0.0008169193065262776
883,36,tasks,0.0008169193065262776
1141,36,intelligences,0.0008169193065262776
1271,36,special,0.0008169193065262776
2245,36,inventions,0.0008169193065262776
2714,36,vote,0.0008169193065262776
50,35,cultural,0.0007942271035672143
128,35,without,0.0007942271035672143
163,35,means,0.0007942271035672143
241,35,uses,0.0007942271035672143
478,35,resources,0.0007942271035672143
482,35,aspects,0.0007942271035672143
1214,35,role,0.0007942271035672143
1720,35,systems,0.0007942271035672143
3227,35,soviet,0.0007942271035672143
4,34,issues,0.000771534900608151
185,34,following,0.000771534900608151
239,34,specific,0.000771534900608151
245,34,change,0.000771534900608151
362,34,making,0.000771534900608151
574,34,results,0.000771534900608151
1003,34,certain,0.000771534900608151
1269,34,need,0.000771534900608151
1365,34,situation,0.000771534900608151
264,33,psychological,0.0007488426976490878
377,33,scientific,0.0007488426976490878
398,33,right,0.0007488426976490878
420,33,value,0.0007488426976490878
583,33,focus,0.0007488426976490878
1105,33,effects,0.0007488426976490878
29,32,sources,0.0007261504946900245
181,32,culture,0.0007261504946900245
352,32,although,0.0007261504946900245
666,32,similar,0.0007261504946900245
1359,32,design,0.0007261504946900245
1361,32,games,0.0007261504946900245
1636,32,africa,0.0007261504946900245
3204,32,zealand,0.0007261504946900245
205,31,regarding,0.0007034582917309612
292,31,mind,0.0007034582917309612
320,31,terms,0.0007034582917309612
580,31,product,0.0007034582917309612
768,31,book,0.0007034582917309612
1188,31,goal,0.0007034582917309612
1219,31,areas,0.0007034582917309612
1543,31,journal,0.0007034582917309612
1712,31,software,0.0007034582917309612
2163,31,country,0.0007034582917309612
2235,31,constitution,0.0007034582917309612
37,30,models,0.000680766088771898
77,30,management,0.000680766088771898
299,30,four,0.000680766088771898
475,30,especially,0.000680766088771898
547,30,products,0.000680766088771898
669,30,seen,0.000680766088771898
705,30,became,0.000680766088771898
896,30,researchers,0.000680766088771898
959,30,due,0.000680766088771898
1654,30,organizational,0.000680766088771898
1688,30,leadership,0.000680766088771898
1941,30,technique,0.000680766088771898
12,29,remove,0.0006580738858128347
86,29,organization,0.0006580738858128347
267,29,key,0.0006580738858128347
606,29,exploratory,0.0006580738858128347
792,29,american,0.0006580738858128347
871,29,various,0.0006580738858128347
877,29,lead,0.0006580738858128347
1166,29,factor,0.0006580738858128347
1236,29,take,0.0006580738858128347
1250,29,adults,0.0006580738858128347
1362,29,child,0.0006580738858128347
1419,29,build,0.0006580738858128347
1549,29,growth,0.0006580738858128347
1859,29,assessment,0.0006580738858128347
1880,29,cambridge,0.0006580738858128347
1902,29,york,0.0006580738858128347
1913,29,committee,0.0006580738858128347
3297,29,empire,0.0006580738858128347
13,28,template,0.0006353816828537714
266,28,might,0.0006353816828537714
450,28,interest,0.0006353816828537714
494,28,divergent,0.0006353816828537714
498,28,interaction,0.0006353816828537714
544,28,production,0.0006353816828537714
782,28,still,0.0006353816828537714
900,28,citation,0.0006353816828537714
981,28,central,0.0006353816828537714
1040,28,common,0.0006353816828537714
1107,28,experience,0.0006353816828537714
1815,28,innovations,0.0006353816828537714
3212,28,voted,0.0006353816828537714
51,27,data,0.0006126894798947082
59,27,party,0.0006126894798947082
118,27,organizations,0.0006126894798947082
374,27,economic,0.0006126894798947082
383,27,possible,0.0006126894798947082
522,27,affect,0.0006126894798947082
532,27,reading,0.0006126894798947082
546,27,useful,0.0006126894798947082
624,27,creation,0.0006126894798947082
799,27,analysis,0.0006126894798947082
866,27,period,0.0006126894798947082
903,27,proposed,0.0006126894798947082
919,27,understanding,0.0006126894798947082
1403,27,influence,0.0006126894798947082
1645,27,coping,0.0006126894798947082
1686,27,workplace,0.0006126894798947082
1844,27,range,0.0006126894798947082
1863,27,industriousness,0.0006126894798947082
335,26,differences,0.0005899972769356449
357,26,something,0.0005899972769356449
417,26,sometimes,0.0005899972769356449
537,26,suggested,0.0005899972769356449
581,26,place,0.0005899972769356449
612,26,english,0.0005899972769356449
670,26,genius,0.0005899972769356449
952,26,structure,0.0005899972769356449
980,26,components,0.0005899972769356449
1089,26,traits,0.0005899972769356449
1143,26,includes,0.0005899972769356449
1148,26,types,0.0005899972769356449
1264,26,years,0.0005899972769356449
1440,26,method,0.0005899972769356449
2217,26,facto,0.0005899972769356449
2241,26,decolonization,0.0005899972769356449
2400,26,playing,0.0005899972769356449
3123,26,australia,0.0005899972769356449
15,25,needs,0.0005673050739765816
131,25,addition,0.0005673050739765816
133,25,rule,0.0005673050739765816
156,25,generally,0.0005673050739765816
258,25,liberty,0.0005673050739765816
355,25,networks,0.0005673050739765816
404,25,case,0.0005673050739765816
550,25,words,0.0005673050739765816
613,25,word,0.0005673050739765816
862,25,methods,0.0005673050739765816
924,25,relevant,0.0005673050739765816
1139,25,either,0.0005673050739765816
1257,25,students,0.0005673050739765816
1360,25,video,0.0005673050739765816
1372,25,situations,0.0005673050739765816
1506,25,greater,0.0005673050739765816
1589,25,must,0.0005673050739765816
1841,25,around,0.0005673050739765816
2158,25,east,0.0005673050739765816
2203,25,european,0.0005673050739765816
2227,25,recognized,0.0005673050739765816
3322,25,portugal,0.0005673050739765816
3395,25,overseas,0.0005673050739765816
5,24,please,0.0005446128710175184
34,24,message,0.0005446128710175184
70,24,index,0.0005446128710175184
82,24,autonomy,0.0005446128710175184
88,24,personal,0.0005446128710175184
190,24,established,0.0005446128710175184
390,24,described,0.0005446128710175184
459,24,business,0.0005446128710175184
472,24,potential,0.0005446128710175184
727,24,particular,0.0005446128710175184
886,24,unique,0.0005446128710175184
987,24,drawing,0.0005446128710175184
988,24,upon,0.0005446128710175184
994,24,current,0.0005446128710175184
1046,24,generate,0.0005446128710175184
1085,24,language,0.0005446128710175184
1113,24,lower,0.0005446128710175184
1330,24,typically,0.0005446128710175184
1537,24,likely,0.0005446128710175184
1811,24,benefits,0.0005446128710175184
1904,24,now,0.0005446128710175184
2207,24,saint,0.0005446128710175184
2667,24,former,0.0005446128710175184
154,23,major,0.0005219206680584551
169,23,defined,0.0005219206680584551
202,23,involved,0.0005219206680584551
313,23,association,0.0005219206680584551
321,23,tend,0.0005219206680584551
343,23,quality,0.0005219206680584551
411,23,action,0.0005219206680584551
453,23,concepts,0.0005219206680584551
500,23,conceptual,0.0005219206680584551
578,23,factors,0.0005219206680584551
588,23,techniques,0.0005219206680584551
643,23,india,0.0005219206680584551
808,23,kaufman,0.0005219206680584551
970,23,changes,0.0005219206680584551
1033,23,test,0.0005219206680584551
1182,23,speed,0.0005219206680584551
1319,23,drive,0.0005219206680584551
1405,23,question,0.0005219206680584551
1929,23,traditional,0.0005219206680584551
33,22,removed,0.0004992284650993918
136,22,end,0.0004992284650993918
261,22,practice,0.0004992284650993918
319,22,limited,0.0004992284650993918
430,22,space,0.0004992284650993918
444,22,composition,0.0004992284650993918
451,22,involves,0.0004992284650993918
567,22,difficulty,0.0004992284650993918
633,22,asked,0.0004992284650993918
650,22,applied,0.0004992284650993918
795,22,school,0.0004992284650993918
814,22,experiences,0.0004992284650993918
830,22,framework,0.0004992284650993918
909,22,develop,0.0004992284650993918
1002,22,held,0.0004992284650993918
1007,22,style,0.0004992284650993918
1261,22,real,0.0004992284650993918
1577,22,society,0.0004992284650993918
1591,22,characteristics,0.0004992284650993918
1610,22,aggression,0.0004992284650993918
1643,22,northern,0.0004992284650993918
1836,22,young,0.0004992284650993918
1881,22,handbook,0.0004992284650993918
2232,22,claimed,0.0004992284650993918
2274,22,jazz,0.0004992284650993918
2680,22,carroll,0.0004992284650993918
3193,22,guinea,0.0004992284650993918
27,21,adding,0.0004765362621403286
137,21,colonial,0.0004765362621403286
223,21,discovery,0.0004765362621403286
317,21,particularly,0.0004765362621403286
354,21,against,0.0004765362621403286
376,21,intellectual,0.0004765362621403286
412,21,achieved,0.0004765362621403286
524,21,artificial,0.0004765362621403286
525,21,malevolent,0.0004765362621403286
560,21,literature,0.0004765362621403286
589,21,rather,0.0004765362621403286
594,21,measure,0.0004765362621403286
598,21,produce,0.0004765362621403286
702,21,age,0.0004765362621403286
707,21,writing,0.0004765362621403286
724,21,increased,0.0004765362621403286
752,21,insight,0.0004765362621403286
772,21,north,0.0004765362621403286
855,21,patterns,0.0004765362621403286
879,21,strategies,0.0004765362621403286
913,21,existing,0.0004765362621403286
1001,21,generated,0.0004765362621403286
1036,21,simple,0.0004765362621403286
1112,21,artists,0.0004765362621403286
1167,21,long,0.0004765362621403286
1191,21,together,0.0004765362621403286
1280,21,difficult,0.0004765362621403286
1357,21,sports,0.0004765362621403286
1441,21,reinforcement,0.0004765362621403286
1446,21,future,0.0004765362621403286
1519,21,artistic,0.0004765362621403286
1631,21,linguistic,0.0004765362621403286
1641,21,america,0.0004765362621403286
1848,21,lateral,0.0004765362621403286
2635,21,reasoning,0.0004765362621403286
2955,21,baroque,0.0004765362621403286
2989,21,italy,0.0004765362621403286
3567,21,dorris,0.0004765362621403286
21,20,issue,0.0004538440591812653
40,20,open,0.0004538440591812653
111,20,context,0.0004538440591812653
171,20,elements,0.0004538440591812653
304,20,sense,0.0004538440591812653
441,20,created,0.0004538440591812653
495,20,cognition,0.0004538440591812653
626,20,modern,0.0004538440591812653
764,20,simonton,0.0004538440591812653
767,20,view,0.0004538440591812653
827,20,domain,0.0004538440591812653
835,20,review,0.0004538440591812653
893,20,single,0.0004538440591812653
972,20,point,0.0004538440591812653
1128,20,condition,0.0004538440591812653
1154,20,interpersonal,0.0004538440591812653
1164,20,specifically,0.0004538440591812653
1239,20,findings,0.0004538440591812653
1408,20,decision,0.0004538440591812653
1459,20,creating,0.0004538440591812653
2254,20,patent,0.0004538440591812653
2353,20,tools,0.0004538440591812653
2498,20,employees,0.0004538440591812653
2731,20,note,0.0004538440591812653
3208,20,puerto,0.0004538440591812653
3226,20,yugoslavia,0.0004538440591812653
3504,20,persistence,0.0004538440591812653
36,19,series,0.00043115185622220203
57,19,network,0.00043115185622220203
146,19,therefore,0.00043115185622220203
173,19,examples,0.00043115185622220203
194,19,outside,0.00043115185622220203
244,19,act,0.00043115185622220203
251,19,present,0.00043115185622220203
428,19,dimensions,0.00043115185622220203
429,19,phase,0.00043115185622220203
471,19,health,0.00043115185622220203
501,19,blending,0.00043115185622220203
511,19,distinct,0.00043115185622220203
512,19,constructs,0.00043115185622220203
569,19,solutions,0.00043115185622220203
597,19,successful,0.00043115185622220203
637,19,makes,0.00043115185622220203
686,19,leading,0.00043115185622220203
704,19,imagination,0.00043115185622220203
740,19,stage,0.00043115185622220203
766,19,perspective,0.00043115185622220203
833,19,widely,0.00043115185622220203
842,19,population,0.00043115185622220203
1078,19,correlation,0.00043115185622220203
1122,19,theoretical,0.00043115185622220203
1123,19,practical,0.00043115185622220203
1165,19,broad,0.00043115185622220203
1176,19,verbal,0.00043115185622220203
1186,19,understand,0.00043115185622220203
1255,19,youth,0.00043115185622220203
1355,19,emotion,0.00043115185622220203
1420,19,suggests,0.00043115185622220203
1565,19,questions,0.00043115185622220203
1566,19,developing,0.00043115185622220203
1879,19,eds,0.00043115185622220203
1992,19,tool,0.00043115185622220203
2022,19,animals,0.00043115185622220203
2065,19,stimuli,0.00043115185622220203
2258,19,adopted,0.00043115185622220203
2455,19,performed,0.00043115185622220203
2812,19,adaptability,0.00043115185622220203
39,18,good,0.0004084596532631388
92,18,larger,0.0004084596532631388
125,18,necessary,0.0004084596532631388
129,18,intervention,0.0004084596532631388
162,18,law,0.0004084596532631388
272,18,degrees,0.0004084596532631388
284,18,links,0.0004084596532631388
361,18,argued,0.0004084596532631388
391,18,along,0.0004084596532631388
492,18,incubation,0.0004084596532631388
585,18,approaches,0.0004084596532631388
593,18,attempts,0.0004084596532631388
599,18,nature,0.0004084596532631388
642,18,china,0.0004084596532631388
653,18,commonly,0.0004084596532631388
661,18,renaissance,0.0004084596532631388
858,18,empirical,0.0004084596532631388
885,18,allows,0.0004084596532631388
922,18,providing,0.0004084596532631388
976,18,natural,0.0004084596532631388
1015,18,stimulus,0.0004084596532631388
1043,18,hand,0.0004084596532631388
1048,18,events,0.0004084596532631388
1061,18,domains,0.0004084596532631388
1063,18,compared,0.0004084596532631388
1074,18,reported,0.0004084596532631388
1161,18,solve,0.0004084596532631388
1203,18,generating,0.0004084596532631388
1234,18,planning,0.0004084596532631388
1277,18,line,0.0004084596532631388
1303,18,communication,0.0004084596532631388
1337,18,vandervert,0.0004084596532631388
1418,18,broaden,0.0004084596532631388
1486,18,active,0.0004084596532631388
1497,18,beginning,0.0004084596532631388
1502,18,face,0.0004084596532631388
1516,18,disorder,0.0004084596532631388
1715,18,japan,0.0004084596532631388
1823,18,throughout,0.0004084596532631388
1852,18,russian,0.0004084596532631388
1860,18,greatness,0.0004084596532631388
2105,18,longer,0.0004084596532631388
2122,18,year,0.0004084596532631388
2151,18,images,0.0004084596532631388
2314,18,effective,0.0004084596532631388
2362,18,show,0.0004084596532631388
2495,18,peoples,0.0004084596532631388
2679,18,horn,0.0004084596532631388
2893,18,victims,0.0004084596532631388
2952,18,classical,0.0004084596532631388
3191,18,polynesia,0.0004084596532631388
3209,18,rico,0.0004084596532631388
3274,18,cyprus,0.0004084596532631388
3288,18,secede,0.0004084596532631388
3308,18,secessionist,0.0004084596532631388
3310,18,colony,0.0004084596532631388
1,17,governance,0.0003857674503040755
24,17,additional,0.0003857674503040755
45,17,global,0.0003857674503040755
76,17,risk,0.0003857674503040755
100,17,referred,0.0003857674503040755
332,17,subject,0.0003857674503040755
477,17,application,0.0003857674503040755
733,17,scientists,0.0003857674503040755
739,17,presented,0.0003857674503040755
815,17,little,0.0003857674503040755
846,17,democratic,0.0003857674503040755
859,17,occurs,0.0003857674503040755
1137,17,relationships,0.0003857674503040755
1183,17,argues,0.0003857674503040755
1233,17,pass,0.0003857674503040755
1242,17,small,0.0003857674503040755
1332,17,arousal,0.0003857674503040755
1411,17,leads,0.0003857674503040755
1511,17,recent,0.0003857674503040755
1563,17,administering,0.0003857674503040755
1632,17,lack,0.0003857674503040755
1761,17,trust,0.0003857674503040755
1940,17,contemporary,0.0003857674503040755
2093,17,region,0.0003857674503040755
2183,17,indian,0.0003857674503040755
2238,17,date,0.0003857674503040755
2282,17,inventors,0.0003857674503040755
2460,17,community,0.0003857674503040755
2486,17,allow,0.0003857674503040755
2706,17,ebs,0.0003857674503040755
2842,17,resilience,0.0003857674503040755
2926,17,stratum,0.0003857674503040755
2976,17,raga,0.0003857674503040755
3211,17,indonesia,0.0003857674503040755
25,16,citations,0.00036307524734501223
99,16,usually,0.00036307524734501223
101,16,autonomous,0.00036307524734501223
120,16,describe,0.00036307524734501223
155,16,actions,0.00036307524734501223
159,16,sovereignty,0.00036307524734501223
238,16,topic,0.00036307524734501223
338,16,linked,0.00036307524734501223
360,16,yet,0.00036307524734501223
438,16,phenomenon,0.00036307524734501223
446,16,object,0.00036307524734501223
474,16,training,0.00036307524734501223
480,16,teaching,0.00036307524734501223
508,16,psychometric,0.00036307524734501223
526,16,across,0.00036307524734501223
548,16,robert,0.00036307524734501223
618,16,come,0.00036307524734501223
719,16,runco,0.00036307524734501223
797,16,impact,0.00036307524734501223
802,16,measured,0.00036307524734501223
804,16,previously,0.00036307524734501223
818,16,though,0.00036307524734501223
935,16,integration,0.00036307524734501223
995,16,previous,0.00036307524734501223
1038,16,find,0.00036307524734501223
1052,16,fluency,0.00036307524734501223
1064,16,evaluation,0.00036307524734501223
1066,16,supported,0.00036307524734501223
1080,16,scores,0.00036307524734501223
1081,16,correlations,0.00036307524734501223
1111,16,demonstrated,0.00036307524734501223
1205,16,styles,0.00036307524734501223
1230,16,giftedness,0.00036307524734501223
1295,16,game,0.00036307524734501223
1696,16,economy,0.00036307524734501223
1764,16,electronic,0.00036307524734501223
1887,16,retrieved,0.00036307524734501223
1952,16,experimental,0.00036307524734501223
2127,16,basis,0.00036307524734501223
2212,16,europe,0.00036307524734501223
2327,16,never,0.00036307524734501223
2427,16,full,0.00036307524734501223
2551,16,canada,0.00036307524734501223
3231,16,ukraine,0.00036307524734501223
3323,16,joined,0.00036307524734501223
3578,16,sculpture,0.00036307524734501223
79,15,market,0.000340383044385949
109,15,rights,0.000340383044385949
166,15,formal,0.000340383044385949
178,15,back,0.000340383044385949
192,15,criteria,0.000340383044385949
195,15,legal,0.000340383044385949
282,15,mathematical,0.000340383044385949
440,15,formed,0.000340383044385949
463,15,relations,0.000340383044385949
552,15,authors,0.000340383044385949
590,15,guilford,0.000340383044385949
627,15,meaning,0.000340383044385949
678,15,west,0.000340383044385949
713,15,talent,0.000340383044385949
738,15,published,0.000340383044385949
750,15,solution,0.000340383044385949
761,15,adapt,0.000340383044385949
825,15,component,0.000340383044385949
875,15,hypothesis,0.000340383044385949
884,15,five,0.000340383044385949
907,15,structures,0.000340383044385949
928,15,basic,0.000340383044385949
937,15,implementation,0.000340383044385949
971,15,complete,0.000340383044385949
1020,15,childhood,0.000340383044385949
1077,15,achieve,0.000340383044385949
1150,15,spatial,0.000340383044385949
1174,15,conducted,0.000340383044385949
1263,15,outcomes,0.000340383044385949
1288,15,included,0.000340383044385949
1395,15,encourage,0.000340383044385949
1410,15,available,0.000340383044385949
1453,15,intrinsic,0.000340383044385949
1646,15,challenges,0.000340383044385949
1683,15,competitive,0.000340383044385949
1888,15,october,0.000340383044385949
1893,15,john,0.000340383044385949
2009,15,june,0.000340383044385949
2012,15,desire,0.000340383044385949
2056,15,unfamiliar,0.000340383044385949
2143,15,times,0.000340383044385949
2211,15,timor,0.000340383044385949
2256,15,rules,0.000340383044385949
2347,15,granting,0.000340383044385949
2608,15,criticism,0.000340383044385949
2678,15,cattell,0.000340383044385949
2888,15,bully,0.000340383044385949
2889,15,victimization,0.000340383044385949
2898,15,bullies,0.000340383044385949
3041,15,department,0.000340383044385949
31,14,material,0.0003176908414268857
93,14,scale,0.0003176908414268857
102,14,regions,0.0003176908414268857
126,14,functions,0.0003176908414268857
265,14,dimension,0.0003176908414268857
286,14,determination,0.0003176908414268857
303,14,main,0.0003176908414268857
365,14,distinction,0.0003176908414268857
385,14,extent,0.0003176908414268857
408,14,complex,0.0003176908414268857
485,14,views,0.0003176908414268857
584,14,shown,0.0003176908414268857
659,14,story,0.0003176908414268857
660,14,arise,0.0003176908414268857
730,14,took,0.0003176908414268857
890,14,logical,0.0003176908414268857
908,14,shows,0.0003176908414268857
911,14,structured,0.0003176908414268857
930,14,difference,0.0003176908414268857
1042,14,finding,0.0003176908414268857
1054,14,response,0.0003176908414268857
1058,14,amount,0.0003176908414268857
1095,14,taking,0.0003176908414268857
1096,14,meta,0.0003176908414268857
1131,14,required,0.0003176908414268857
1171,14,narrow,0.0003176908414268857
1189,14,directed,0.0003176908414268857
1210,14,highly,0.0003176908414268857
1227,14,lines,0.0003176908414268857
1232,14,conditions,0.0003176908414268857
1315,14,mood,0.0003176908414268857
1386,14,success,0.0003176908414268857
1452,14,function,0.0003176908414268857
1457,14,effect,0.0003176908414268857
1552,14,short,0.0003176908414268857
1562,14,appropriate,0.0003176908414268857
1576,14,cases,0.0003176908414268857
1580,14,parents,0.0003176908414268857
1653,14,workers,0.0003176908414268857
1742,14,applications,0.0003176908414268857
1752,14,ones,0.0003176908414268857
1798,14,promote,0.0003176908414268857
1835,14,provide,0.0003176908414268857
1867,14,film,0.0003176908414268857
1922,14,books,0.0003176908414268857
1925,14,july,0.0003176908414268857
1930,14,paper,0.0003176908414268857
1932,14,critical,0.0003176908414268857
2025,14,causes,0.0003176908414268857
2084,14,gained,0.0003176908414268857
2120,14,simply,0.0003176908414268857
2210,14,asia,0.0003176908414268857
2242,14,unilateral,0.0003176908414268857
2269,14,musicians,0.0003176908414268857
2345,14,played,0.0003176908414268857
2355,14,produced,0.0003176908414268857
2388,14,past,0.0003176908414268857
2537,14,setting,0.0003176908414268857
2859,14,input,0.0003176908414268857
2886,14,victim,0.0003176908414268857
2950,14,melodic,0.0003176908414268857
2962,14,improvised,0.0003176908414268857
2965,14,keyboard,0.0003176908414268857
3055,14,digital,0.0003176908414268857
3129,14,federation,0.0003176908414268857
3141,14,federal,0.0003176908414268857
3158,14,referendums,0.0003176908414268857
3179,14,voters,0.0003176908414268857
3210,14,papua,0.0003176908414268857
3266,14,liberation,0.0003176908414268857
3279,14,nigeria,0.0003176908414268857
3316,14,seceded,0.0003176908414268857
3373,14,somaliland,0.0003176908414268857
