,TF,Term,Stem,wTF,SType,Score,wTFref
463,23,environmental,environment,0.0004204138334430065,raw,3.3337748856118234,1.4991219428620379e-05
834,36,motivation,motiv,0.0006580390436499232,raw,3.3298144843957265,2.355763053068917e-05
609,18,innovators,innov,0.0003290195218249616,stem,3.3298144843957265,1.1778815265344584e-05
1322,13,dynamics,dynam,0.00023762521020691672,raw,3.322845815079633,8.566411102068788e-06
2516,16,developer,develop,0.0002924617971777437,raw,3.307341628543668,1.0708013877585985e-05
4239,16,needham,needham,0.0002924617971777437,raw,3.307341628543668,1.0708013877585985e-05
3367,43,psychology,psycholog,0.0007859910799151861,raw,3.2663336048162908,2.9982438857240758e-05
44,24,implementation,implement,0.0004386926957666155,raw,3.242803107406097,1.7132822204137576e-05
2204,15,computers,comput,0.0002741829348541347,raw,3.242803107406097,1.0708013877585985e-05
626,9,edison,edison,0.0001645097609124808,raw,3.2428031074060963,6.424808326551591e-06
1921,9,coined,coin,0.0001645097609124808,raw,3.2428031074060963,6.424808326551591e-06
3630,9,neural,neural,0.0001645097609124808,raw,3.2428031074060963,6.424808326551591e-06
4004,9,lobe,lobe,0.0001645097609124808,raw,3.2428031074060963,6.424808326551591e-06
1126,236,russian,russian,0.004313811508371719,raw,3.225995989089715,0.00017132822204137576
264,501,research,research,0.009157710024128098,raw,3.219133363320192,0.0003662140746134407
1139,58,theories,theori,0.0010601740147693208,raw,3.2089015557304155,4.283205551034394e-05
3166,17,traits,trait,0.0003107406595013526,raw,3.185644693566148,1.2849616653103182e-05
938,42,federation,feder,0.0007677122175915771,raw,3.173810235919145,3.212404163275796e-05
138,14,defines,defin,0.0002559040725305257,raw,3.173810235919145,1.0708013877585985e-05
1483,11,circuits,circuit,0.00020106748555969876,raw,3.1557917304164667,8.566411102068788e-06
2132,11,challenges,challeng,0.00020106748555969876,raw,3.1557917304164667,8.566411102068788e-06
3303,11,hypotheses,hypothes,0.00020106748555969876,raw,3.1557917304164667,8.566411102068788e-06
3349,19,potentially,potenti,0.0003472983841485706,raw,3.142719648849114,1.4991219428620379e-05
3405,19,rocket,rocket,0.0003472983841485706,raw,3.142719648849114,1.4991219428620379e-05
1145,81,network,network,0.0014805878482123272,raw,3.13744259174827,6.424808326551591e-05
521,8,robotics,robot,0.00014623089858887184,stem,3.1250200717497134,6.424808326551591e-06
1392,8,inventive,invent,0.00014623089858887184,raw,3.1250200717497134,6.424808326551591e-06
3179,8,interpersonal,interperson,0.00014623089858887184,raw,3.1250200717497134,6.424808326551591e-06
3646,8,programmable,programm,0.00014623089858887184,stem,3.1250200717497134,6.424808326551591e-06
3918,8,competitor,competitor,0.00014623089858887184,raw,3.1250200717497134,6.424808326551591e-06
3079,39,cambridge,cambridg,0.0007128756306207501,raw,3.099702263765423,3.212404163275796e-05
262,13,clusters,cluster,0.00023762521020691672,raw,3.099702263765423,1.0708013877585985e-05
3709,13,genetic,genet,0.00023762521020691672,raw,3.099702263765423,1.0708013877585985e-05
335,80,competitive,competit,0.0014623089858887184,raw,3.092230248926722,6.638968604103311e-05
1276,23,humans,human,0.0004204138334430065,raw,3.082460457330917,1.9274424979654775e-05
752,33,adopt,adopt,0.0006032024566790963,raw,3.0757490227429303,2.7840836081723563e-05
65,43,economics,econom,0.0007859910799151861,raw,3.0721775903753334,3.640724718379235e-05
108,40,references,refer,0.0007311544929443592,raw,3.060481550612142,3.426564440827515e-05
1160,15,intangible,intang,0.0002741829348541347,raw,3.060481550612142,1.2849616653103182e-05
2169,15,qualitative,qualit,0.0002741829348541347,raw,3.060481550612142,1.2849616653103182e-05
95,10,failures,failur,0.0001827886232360898,raw,3.060481550612142,8.566411102068788e-06
539,10,feedback,feedback,0.0001827886232360898,raw,3.060481550612142,8.566411102068788e-06
4092,10,tang,tang,0.0001827886232360898,raw,3.060481550612142,8.566411102068788e-06
3284,12,journals,journal,0.00021934634788330776,raw,3.019659556091887,1.0708013877585985e-05
761,56,cycle,cycl,0.0010236162901221028,raw,2.9914886791251902,5.139846661241273e-05
1291,42,transport,transport,0.0007677122175915771,raw,2.9914886791251902,3.854884995930955e-05
1713,21,topic,topic,0.00038385610879578853,raw,2.9914886791251902,1.9274424979654775e-05
526,7,identifying,identifi,0.00012795203626526284,raw,2.9914886791251902,6.424808326551591e-06
1108,7,programme,programm,0.00012795203626526284,stem,2.9914886791251902,6.424808326551591e-06
1204,7,configurations,configur,0.00012795203626526284,raw,2.9914886791251902,6.424808326551591e-06
2484,7,impacts,impact,0.00012795203626526284,raw,2.9914886791251902,6.424808326551591e-06
2595,7,behaviour,behaviour,0.00012795203626526284,raw,2.9914886791251902,6.424808326551591e-06
2859,7,einstein,einstein,0.00012795203626526284,raw,2.9914886791251902,6.424808326551591e-06
87,37,contents,content,0.0006763179059735323,raw,2.9825200091424304,3.426564440827515e-05
458,9,environments,environ,0.0001645097609124808,raw,2.9551210349543156,8.566411102068788e-06
3227,9,societal,societ,0.0001645097609124808,raw,2.9551210349543156,8.566411102068788e-06
3439,9,ivan,ivan,0.0001645097609124808,raw,2.9551210349543156,8.566411102068788e-06
368,35,typically,typic,0.0006397601813263143,raw,2.926950157987619,3.426564440827515e-05
2500,13,contributors,contributor,0.00023762521020691672,raw,2.9173807069714686,1.2849616653103182e-05
2322,17,peer,peer,0.0003107406595013526,raw,2.8979626211143668,1.7132822204137576e-05
1311,19,resource,resourc,0.0003472983841485706,raw,2.891405220568208,1.9274424979654775e-05
230,27,sector,sector,0.0004935292827374424,raw,2.875078327280779,2.7840836081723563e-05
1482,22,integrated,integr,0.0004021349711193975,raw,2.837337999297932,2.355763053068917e-05
2208,22,computing,comput,0.0004021349711193975,raw,2.837337999297932,2.355763053068917e-05
1643,20,competitors,competitor,0.0003655772464721796,raw,2.837337999297932,2.141602775517197e-05
592,18,focuses,focus,0.0003290195218249616,stem,2.837337999297932,1.927442497965477e-05
874,16,bias,bia,0.0002924617971777437,raw,2.837337999297932,1.7132822204137576e-05
1348,14,liability,liabil,0.0002559040725305257,raw,2.837337999297932,1.4991219428620379e-05
3970,14,supportive,support,0.0002559040725305257,raw,2.837337999297932,1.4991219428620379e-05
614,12,suppliers,supplier,0.00021934634788330776,stem,2.837337999297932,1.2849616653103182e-05
1373,12,turbine,turbin,0.00021934634788330776,raw,2.837337999297932,1.2849616653103182e-05
2531,12,paradigms,paradigm,0.00021934634788330776,stem,2.837337999297932,1.2849616653103182e-05
3283,12,originality,origin,0.00021934634788330776,raw,2.837337999297932,1.2849616653103182e-05
1320,10,flows,flow,0.0001827886232360898,raw,2.837337999297932,1.0708013877585985e-05
1474,10,risks,risk,0.0001827886232360898,raw,2.837337999297932,1.0708013877585985e-05
1633,10,expired,expir,0.0001827886232360898,raw,2.837337999297932,1.0708013877585985e-05
982,8,denmark,denmark,0.00014623089858887184,raw,2.837337999297932,8.566411102068788e-06
1257,8,implement,implement,0.00014623089858887184,raw,2.837337999297932,8.566411102068788e-06
2389,8,supersonic,superson,0.00014623089858887184,raw,2.837337999297932,8.566411102068788e-06
3986,8,gardner,gardner,0.00014623089858887184,raw,2.837337999297932,8.566411102068788e-06
1031,6,lab,lab,0.00010967317394165388,raw,2.837337999297932,6.424808326551591e-06
1117,6,deployment,deploy,0.00010967317394165388,stem,2.837337999297932,6.424808326551591e-06
2105,6,methodology,methodolog,0.00010967317394165388,stem,2.837337999297932,6.424808326551591e-06
2511,6,interface,interfac,0.00010967317394165388,raw,2.837337999297932,6.424808326551591e-06
2668,6,indigenous,indigen,0.00010967317394165388,raw,2.837337999297932,6.424808326551591e-06
2789,6,domains,domain,0.00010967317394165388,raw,2.837337999297932,6.424808326551591e-06
2969,6,igor,igor,0.00010967317394165388,raw,2.837337999297932,6.424808326551591e-06
3649,6,batteries,batteri,0.00010967317394165388,raw,2.837337999297932,6.424808326551591e-06
3657,6,cloaking,cloak,0.00010967317394165388,stem,2.837337999297932,6.424808326551591e-06
3925,6,convergent,converg,0.00010967317394165388,stem,2.837337999297932,6.424808326551591e-06
1740,19,argues,argu,0.0003472983841485706,raw,2.7860447049103816,2.141602775517197e-05
1209,32,interaction,interact,0.0005849235943554873,raw,2.776713377481497,3.640724718379235e-05
1818,26,influences,influenc,0.00047525042041383344,raw,2.7632300271442105,2.9982438857240758e-05
3761,13,generating,gener,0.00023762521020691672,raw,2.7632300271442105,1.4991219428620379e-05
1321,8,transactional,transact,0.00014623089858887184,stem,2.757295291624396,9.280278693907854e-06
2069,33,hypothesis,hypothesi,0.0006032024566790963,raw,2.7503266223083025,3.854884995930955e-05
173,11,economist,economist,0.00020106748555969876,raw,2.7503266223083025,1.2849616653103182e-05
1541,36,adopters,adopt,0.0006580390436499232,stem,2.731977483640106,4.283205551034394e-05
1794,9,enlightenment,enlighten,0.0001645097609124808,stem,2.731977483640106,1.0708013877585985e-05
3660,9,quantum,quantum,0.0001645097609124808,raw,2.731977483640106,1.0708013877585985e-05
150,155,product,product,0.0028332236601593917,raw,2.72170781700265,0.00018631944146999614
122,16,manual,manual,0.0002924617971777437,raw,2.719554963641549,1.9274424979654775e-05
808,16,quantitative,quantit,0.0002924617971777437,raw,2.719554963641549,1.9274424979654775e-05
166,21,focused,focus,0.00038385610879578853,raw,2.7038066066734094,2.5699233306206364e-05
880,14,tech,tech,0.0002559040725305257,raw,2.7038066066734094,1.7132822204137576e-05
563,7,overlap,overlap,0.00012795203626526284,raw,2.7038066066734094,8.566411102068788e-06
1302,7,advancing,advanc,0.00012795203626526284,raw,2.7038066066734094,8.566411102068788e-06
1681,7,austria,austria,0.00012795203626526284,raw,2.7038066066734094,8.566411102068788e-06
3021,7,nikolai,nikolai,0.00012795203626526284,stem,2.7038066066734094,8.566411102068788e-06
3502,7,telescope,telescop,0.00012795203626526284,raw,2.7038066066734094,8.566411102068788e-06
1026,26,actors,actor,0.00047525042041383344,raw,2.694237155657259,3.212404163275796e-05
1203,19,framework,framework,0.0003472983841485706,raw,2.690734525106057,2.355763053068917e-05
261,250,knowledge,knowledg,0.004569715580902245,raw,2.688917994179659,0.00031053240244999355
1498,24,evolution,evolut,0.0004386926957666155,raw,2.683187319470674,2.9982438857240758e-05
218,12,nobel,nobel,0.00021934634788330776,raw,2.683187319470674,1.4991219428620379e-05
1261,12,generate,gener,0.00021934634788330776,raw,2.683187319470674,1.4991219428620379e-05
4031,12,disorder,disord,0.00021934634788330776,raw,2.683187319470674,1.4991219428620379e-05
930,14,collaborative,collabor,0.0002559040725305257,stem,2.662984612153154,1.7846689795976643e-05
370,129,model,model,0.0023579732397455582,raw,2.660197801245975,0.00016490341371482416
741,40,access,access,0.0007311544929443592,raw,2.6550164425039777,5.139846661241273e-05
977,20,korea,korea,0.0003655772464721796,raw,2.6550164425039777,2.5699233306206364e-05
388,15,institutional,institut,0.0002741829348541347,raw,2.6550164425039777,1.9274424979654775e-05
1453,15,challenged,challeng,0.0002741829348541347,raw,2.6550164425039777,1.9274424979654775e-05
547,10,breakthrough,breakthrough,0.0001827886232360898,raw,2.6550164425039777,1.2849616653103182e-05
630,5,incandescent,incandesc,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
1535,5,everett,everett,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
1608,5,patented,patent,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
1617,5,viability,viabil,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
1682,5,zealand,zealand,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
1685,5,malta,malta,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
2269,5,emitting,emit,9.13943116180449e-05,stem,2.6550164425039777,6.424808326551591e-06
2803,5,aspirin,aspirin,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
3371,5,overlapping,overlap,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
3620,5,robot,robot,9.13943116180449e-05,stem,2.6550164425039777,6.424808326551591e-06
3742,5,swarm,swarm,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
3985,5,certification,certif,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
4226,5,und,und,9.13943116180449e-05,raw,2.6550164425039777,6.424808326551591e-06
183,9,innovate,innov,0.0001645097609124808,stem,2.636667303835781,1.1778815265344584e-05
922,8,ranking,rank,0.00014623089858887184,raw,2.6141944479837225,1.0708013877585985e-05
3384,27,portrait,portrait,0.0004935292827374424,raw,2.6068143406861,3.640724718379235e-05
1118,11,anthropology,anthropolog,0.00020106748555969876,raw,2.596175942481044,1.4991219428620379e-05
1687,11,spain,spain,0.00020106748555969876,raw,2.596175942481044,1.4991219428620379e-05
4095,12,paradoxes,paradox,0.00021934634788330776,stem,2.592215541264947,1.6418954612298512e-05
1120,17,greatness,great,0.0003107406595013526,raw,2.5795088899958323,2.355763053068917e-05
542,37,manufacturing,manufactur,0.0006763179059735323,raw,2.577054901034266,5.139846661241273e-05
1532,196,theory,theori,0.00358265701542736,raw,2.562493073606832,0.0002762667580417184
1361,33,earliest,earliest,0.0006032024566790963,raw,2.5496559268461514,4.711526106137834e-05
2663,18,cultures,cultur,0.0003290195218249616,raw,2.5496559268461514,2.5699233306206364e-05
3400,18,tank,tank,0.0003290195218249616,raw,2.5496559268461514,2.5699233306206364e-05
111,9,definitions,definit,0.0001645097609124808,raw,2.5496559268461514,1.2849616653103182e-05
1626,9,licenses,licens,0.0001645097609124808,raw,2.5496559268461514,1.2849616653103182e-05
2104,9,drives,drive,0.0001645097609124808,raw,2.5496559268461514,1.2849616653103182e-05
375,6,incumbent,incumb,0.00010967317394165388,raw,2.5496559268461514,8.566411102068788e-06
2046,6,intrinsically,intrins,0.00010967317394165388,raw,2.5496559268461514,8.566411102068788e-06
2993,6,plenary,plenari,0.00010967317394165388,raw,2.5496559268461514,8.566411102068788e-06
3137,6,relies,reli,0.00010967317394165388,raw,2.5496559268461514,8.566411102068788e-06
3773,6,eminence,emin,0.00010967317394165388,raw,2.5496559268461514,8.566411102068788e-06
26,84,processes,process,0.0015354244351831541,raw,2.5319563497467503,0.00012207135820448023
66,133,management,manag,0.002431088689039994,raw,2.5236804404428907,0.00019488585257206492
2054,49,tools,tool,0.00089566425385684,raw,2.509650592232452,7.28144943675847e-05
2355,36,applications,applic,0.0006580390436499232,raw,2.508833932325896,5.3540069387929924e-05
1079,33,strategic,strateg,0.0006032024566790963,raw,2.5052041642753173,4.925686383689553e-05
2356,20,publishing,publish,0.0003655772464721796,raw,2.5008657626767192,2.9982438857240758e-05
2487,20,encouragement,encourag,0.0003655772464721796,raw,2.5008657626767192,2.9982438857240758e-05
3136,10,origins,origin,0.0001827886232360898,raw,2.5008657626767192,1.4991219428620379e-05
1016,59,journal,journal,0.0010784528770929297,raw,2.484058644360338,8.994731657172227e-05
145,49,patent,patent,0.00089566425385684,raw,2.4806630553591997,7.49560971431019e-05
933,14,sweden,sweden,0.0002559040725305257,raw,2.4806630553591997,2.141602775517197e-05
128,7,novelty,novelti,0.00012795203626526284,raw,2.4806630553591997,1.0708013877585985e-05
591,7,adapt,adapt,0.00012795203626526284,raw,2.4806630553591997,1.0708013877585985e-05
634,7,viable,viabl,0.00012795203626526284,raw,2.4806630553591997,1.0708013877585985e-05
1241,7,exchanges,exchang,0.00012795203626526284,raw,2.4806630553591997,1.0708013877585985e-05
1720,7,additionally,addit,0.00012795203626526284,raw,2.4806630553591997,1.0708013877585985e-05
2838,7,linguistics,linguist,0.00012795203626526284,raw,2.4806630553591997,1.0708013877585985e-05
3776,7,cox,cox,0.00012795203626526284,raw,2.4806630553591997,1.0708013877585985e-05
953,11,managing,manag,0.00020106748555969876,raw,2.4626445498565217,1.7132822204137576e-05
3048,19,egypt,egypt,0.0003472983841485706,raw,2.4495724682891686,2.9982438857240758e-05
36,107,term,term,0.001955838268626161,raw,2.4475718007328715,0.00016918661926585858
1969,23,artificial,artifici,0.0004204138334430065,raw,2.4464716906109207,3.640724718379235e-05
583,54,customers,custom,0.0009870585654748849,raw,2.444295411188325,8.566411102068788e-05
2494,16,collaboration,collabor,0.0002924617971777437,raw,2.431872891189768,2.5699233306206364e-05
2159,8,automated,autom,0.00014623089858887184,stem,2.431872891189768,1.2849616653103182e-05
805,4,inherently,inher,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
898,4,rewarded,reward,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
1248,4,predictive,predict,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
1342,4,methodologies,methodolog,7.311544929443592e-05,stem,2.431872891189768,6.424808326551591e-06
1468,4,marketplace,marketplac,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
1476,4,trademarks,trademark,7.311544929443592e-05,stem,2.431872891189768,6.424808326551591e-06
1704,4,vietnam,vietnam,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
1781,4,lag,lag,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
1844,4,communicated,commun,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
1868,4,dennis,denni,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
1932,4,disillusionment,disillusion,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
1993,4,smelting,smelt,7.311544929443592e-05,stem,2.431872891189768,6.424808326551591e-06
1998,4,predictions,predict,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
2031,4,deployed,deploy,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
2232,4,update,updat,7.311544929443592e-05,stem,2.431872891189768,6.424808326551591e-06
2293,4,excavators,excav,7.311544929443592e-05,stem,2.431872891189768,6.424808326551591e-06
2357,4,printers,printer,7.311544929443592e-05,stem,2.431872891189768,6.424808326551591e-06
2440,4,swan,swan,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
2632,4,documentation,document,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
2879,4,relativity,rel,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3379,4,highlights,highlight,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3404,4,camouflage,camouflag,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3424,4,detector,detector,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3483,4,spacecraft,spacecraft,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3540,4,prototype,prototyp,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3607,4,advocacy,advocaci,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3697,4,ram,ram,7.311544929443592e-05,stem,2.431872891189768,6.424808326551591e-06
3737,4,interplanetary,interplanetari,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3811,4,trait,trait,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3848,4,scarcity,scarciti,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
3849,4,behavioral,behavior,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
4022,4,motivates,motiv,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
4072,4,harper,harper,7.311544929443592e-05,stem,2.431872891189768,6.424808326551591e-06
4082,4,cohen,cohen,7.311544929443592e-05,raw,2.431872891189768,6.424808326551591e-06
162,36,concepts,concept,0.0006580390436499232,raw,2.4318728911897676,5.782327493896432e-05
101,12,indicators,indic,0.00021934634788330776,raw,2.4318728911897676,1.9274424979654775e-05
2164,12,versus,versu,0.00021934634788330776,raw,2.4318728911897676,1.9274424979654775e-05
2320,12,consumers,consum,0.00021934634788330776,raw,2.4318728911897676,1.9274424979654775e-05
550,25,patents,patent,0.00045697155809022445,raw,2.418627664439747,4.0690452734826745e-05
2628,17,implicit,implicit,0.0003107406595013526,raw,2.412454805332666,2.7840836081723563e-05
339,56,environment,environ,0.0010236162901221028,raw,2.4083423937795736,9.208891934723948e-05
1078,13,launch,launch,0.00023762521020691672,raw,2.406555083205478,2.141602775517197e-05
4049,13,professionals,profession,0.00023762521020691672,raw,2.406555083205478,2.141602775517197e-05
1722,9,descriptive,descript,0.0001645097609124808,raw,2.395505247018893,1.4991219428620379e-05
3703,9,semantic,semant,0.0001645097609124808,raw,2.395505247018893,1.4991219428620379e-05
3636,35,commercialization,commerci,0.0006397601813263143,stem,2.3914319216312574,5.853714253080338e-05
270,14,generated,gener,0.0002559040725305257,raw,2.385352875554875,2.355763053068917e-05
911,14,australia,australia,0.0002559040725305257,raw,2.385352875554875,2.355763053068917e-05
1165,15,overall,overal,0.0002741829348541347,raw,2.3673343700521965,2.5699233306206364e-05
338,5,nurture,nurtur,9.13943116180449e-05,raw,2.3673343700521965,8.566411102068788e-06
1675,5,iceland,iceland,9.13943116180449e-05,raw,2.3673343700521965,8.566411102068788e-06
1690,5,portugal,portug,9.13943116180449e-05,raw,2.3673343700521965,8.566411102068788e-06
2873,5,aerospace,aerospac,9.13943116180449e-05,raw,2.3673343700521965,8.566411102068788e-06
