,TF,Term,Stem,wTF,SType,Score,wTFref
205,49,code,code,0.0024688869854386053,raw,3.38640655952815,8.352250824517069e-05
66,20,references,refer,0.0010077089736484103,raw,3.3812914588613796,3.426564440827515e-05
1206,10,danish,danish,0.0005038544868242052,raw,3.3812914588613796,1.7132822204137576e-05
539,5,feedback,feedback,0.0002519272434121026,raw,3.3812914588613796,8.566411102068788e-06
1004,5,standardized,standard,0.0002519272434121026,raw,3.3812914588613796,8.566411102068788e-06
1218,5,quotes,quot,0.0002519272434121026,raw,3.3812914588613796,8.566411102068788e-06
1253,5,participant,particip,0.0002519272434121026,raw,3.3812914588613796,8.566411102068788e-06
239,11,enables,enabl,0.0005542399355066257,raw,3.358818603009321,1.9274424979654775e-05
578,6,template,templat,0.0003023126920945231,raw,3.3404694643411244,1.0708013877585985e-05
1153,6,implementers,implement,0.0003023126920945231,stem,3.3404694643411244,1.0708013877585985e-05
104,45,foundation,foundat,0.002267345190708923,raw,3.327224237591104,8.138090546965349e-05
1685,8,bazaar,bazaar,0.0004030835894593641,raw,3.2916793001716926,1.4991219428620379e-05
317,18,networks,network,0.0009069380762835693,raw,3.2759309432035537,3.426564440827515e-05
472,5,options,option,0.0002519272434121026,stem,3.2635084232049962,9.637212489827386e-06
95,15,designers,design,0.0007557817302363078,raw,3.2271407790341216,2.9982438857240758e-05
1150,37,patent,patent,0.0018642616012495591,raw,3.2137177587019807,7.49560971431019e-05
102,26,applications,applic,0.0013100216657429334,raw,3.1973686207004515,5.3540069387929924e-05
181,29,designs,design,0.001461178011790195,raw,3.1932392273584402,5.9964877714481516e-05
289,32,initiative,initi,0.0016123343578374565,raw,3.15814790754717,6.85312888165503e-05
58,16,contents,content,0.0008061671789187282,raw,3.15814790754717,3.426564440827515e-05
641,13,transparent,transpar,0.0006550108328714667,raw,3.15814790754717,2.7840836081723563e-05
475,9,consumers,consum,0.00045346903814178467,raw,3.15814790754717,1.9274424979654775e-05
1694,8,bugs,bug,0.0004030835894593641,raw,3.15814790754717,1.7132822204137576e-05
904,6,automation,autom,0.0003023126920945231,raw,3.15814790754717,1.2849616653103182e-05
351,5,mindful,mind,0.0002519272434121026,raw,3.15814790754717,1.0708013877585985e-05
18,4,bug,bug,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
123,4,circuits,circuit,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
238,4,repository,repositori,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
414,4,relies,reli,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
517,4,embedded,embed,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
703,4,modification,modif,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
816,4,conceptual,conceptu,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
1051,4,simon,simon,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
1097,4,pragmatic,pragmat,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
1566,4,cutter,cutter,0.00020154179472968206,raw,3.15814790754717,8.566411102068788e-06
1607,4,eclipse,eclips,0.00020154179472968206,stem,3.15814790754717,8.566411102068788e-06
760,3,monitor,monitor,0.00015115634604726154,raw,3.15814790754717,6.424808326551591e-06
783,3,offerings,offer,0.00015115634604726154,raw,3.15814790754717,6.424808326551591e-06
947,3,controllers,control,0.00015115634604726154,raw,3.15814790754717,6.424808326551591e-06
1309,3,fulfilling,fulfil,0.00015115634604726154,raw,3.15814790754717,6.424808326551591e-06
1491,3,sim,sim,0.00015115634604726154,stem,3.15814790754717,6.424808326551591e-06
1624,3,granularity,granular,0.00015115634604726154,stem,3.15814790754717,6.424808326551591e-06
1715,3,cellular,cellular,0.00015115634604726154,raw,3.15814790754717,6.424808326551591e-06
201,32,tools,tool,0.0016123343578374565,raw,3.0975232857307353,7.28144943675847e-05
80,16,raymond,raymond,0.0008061671789187282,raw,3.0975232857307353,3.640724718379235e-05
518,10,computing,comput,0.0005038544868242052,raw,3.062837727742845,2.355763053068917e-05
1166,14,fee,fee,0.0007053962815538873,raw,3.0246165149226476,3.426564440827515e-05
1121,6,links,link,0.0003023126920945231,raw,3.003997227719912,1.4991219428620379e-05
228,62,cad,cad,0.003123897818310072,noref,3.0038616733653063,
34,221,free,free,0.011135184158814935,raw,2.999482547365385,0.0005546751188589541
1010,5,drives,drive,0.0002519272434121026,raw,2.9758263507532154,1.2849616653103182e-05
1165,5,explicitly,explicitli,0.0002519272434121026,raw,2.9758263507532154,1.2849616653103182e-05
1527,5,layout,layout,0.0002519272434121026,raw,2.9758263507532154,1.2849616653103182e-05
1159,56,ietf,ietf,0.002821585126215549,noref,2.965276489384817,
849,8,defining,defin,0.0004030835894593641,raw,2.93500435623296,2.141602775517197e-05
863,8,forum,forum,0.0004030835894593641,raw,2.93500435623296,2.141602775517197e-05
496,4,facilitate,facilit,0.00020154179472968206,raw,2.93500435623296,1.0708013877585985e-05
535,4,enhanced,enhanc,0.00020154179472968206,raw,2.93500435623296,1.0708013877585985e-05
768,4,leone,leon,0.00020154179472968206,stem,2.93500435623296,1.0708013877585985e-05
1302,4,premiere,premier,0.00020154179472968206,raw,2.93500435623296,1.0708013877585985e-05
1430,4,franchise,franchis,0.00020154179472968206,raw,2.93500435623296,1.0708013877585985e-05
1504,4,citation,citat,0.00020154179472968206,raw,2.93500435623296,1.0708013877585985e-05
1160,50,iso,iso,0.002519272434121026,noref,2.9223142922993093,
29,21,publicly,publicli,0.0010580944223308308,raw,2.906833479266264,5.782327493896432e-05
15,72,project,project,0.0036277523051342774,raw,2.9022145334099694,0.00019916905812309934
763,10,transparency,transpar,0.0005038544868242052,stem,2.8957836430796786,2.7840836081723563e-05
13,52,projects,project,0.002620043331485867,raw,2.889883920952491,0.0001456289887351694
1131,30,approved,approv,0.0015115634604726156,raw,2.870465835095389,8.566411102068788e-05
1204,12,pan,pan,0.0006046253841890462,raw,2.870465835095389,3.426564440827515e-05
318,3,encompass,encompass,0.00015115634604726154,raw,2.870465835095389,8.566411102068788e-06
389,3,occupancy,occup,0.00015115634604726154,raw,2.870465835095389,8.566411102068788e-06
653,3,submission,submiss,0.00015115634604726154,raw,2.870465835095389,8.566411102068788e-06
972,3,module,modul,0.00015115634604726154,stem,2.870465835095389,8.566411102068788e-06
1155,3,internationally,intern,0.00015115634604726154,raw,2.870465835095389,8.566411102068788e-06
1412,3,archived,archiv,0.00015115634604726154,stem,2.870465835095389,8.566411102068788e-06
1644,3,merged,merg,0.00015115634604726154,raw,2.870465835095389,8.566411102068788e-06
953,8,integrated,integr,0.0004030835894593641,raw,2.8396941764286354,2.355763053068917e-05
39,40,internet,internet,0.0020154179472968207,noref,2.837721965087967,
168,13,printing,print,0.0006550108328714667,raw,2.832725507112542,3.854884995930955e-05
667,6,collaborating,collabor,0.0003023126920945231,stem,2.829643840575134,1.7846689795976643e-05
543,5,phones,phone,0.0002519272434121026,raw,2.821675670925957,1.4991219428620379e-05
1203,37,interoperability,interoper,0.0018642616012495591,noref,2.808167231433038,
262,54,model,model,0.0027208142288507077,raw,2.8033265322577603,0.00016490341371482416
628,37,examples,exampl,0.0018642616012495591,raw,2.7987739066392727,0.00011350494710241145
1047,36,osi,osi,0.0018138761525671387,noref,2.797780451370941,
1163,36,itu,itu,0.0018138761525671387,noref,2.797780451370941,
634,27,defined,defin,0.0013604071144253539,raw,2.7904231274218527,8.352250824517069e-05
152,21,technologies,technolog,0.0010580944223308308,stem,2.784943661657227,6.531888465327452e-05
1167,15,freely,freeli,0.0007557817302363078,raw,2.7751556552910643,4.711526106137834e-05
128,53,term,term,0.0026704287801682875,raw,2.7589919686322704,0.00016918661926585858
364,4,practitioners,practition,0.00020154179472968206,raw,2.7526827994390057,1.2849616653103182e-05
469,4,modify,modifi,0.00020154179472968206,raw,2.7526827994390057,1.2849616653103182e-05
1223,4,affirmed,affirm,0.00020154179472968206,raw,2.7526827994390057,1.2849616653103182e-05
1240,4,fairness,fair,0.00020154179472968206,raw,2.7526827994390057,1.2849616653103182e-05
1336,4,interchange,interchang,0.00020154179472968206,raw,2.7526827994390057,1.2849616653103182e-05
1375,4,compliance,complianc,0.00020154179472968206,raw,2.7526827994390057,1.2849616653103182e-05
1516,4,graphic,graphic,0.00020154179472968206,raw,2.7526827994390057,1.2849616653103182e-05
1663,4,graphical,graphic,0.00020154179472968206,stem,2.7526827994390057,1.2849616653103182e-05
1691,4,navigator,navig,0.00020154179472968206,stem,2.7526827994390057,1.2849616653103182e-05
285,79,based,base,0.003980450445911221,raw,2.748472266902662,0.00025485073028654645
236,45,appropriate,appropri,0.002267345190708923,raw,2.745302692141383,0.0001456289887351694
593,26,customers,custom,0.0013100216657429334,raw,2.727364991454716,8.566411102068788e-05
212,35,create,creat,0.001763490703884718,raw,2.7245119224723093,0.00011564654987792864
1063,29,adopted,adopt,0.001461178011790195,raw,2.718781247763324,9.637212489827387e-05
107,18,profit,profit,0.0009069380762835693,raw,2.7163151552681306,5.9964877714481516e-05
1124,9,usage,usag,0.00045346903814178467,raw,2.7163151552681306,2.9982438857240758e-05
65,39,organizations,organ,0.0019650324986144,raw,2.7108356895035053,0.000130637769306549
12,35,components,compon,0.001763490703884718,raw,2.7061627838041127,0.00011778815265344584
336,14,engagement,engag,0.0007053962815538873,raw,2.7061627838041127,4.711526106137834e-05
717,7,generated,gener,0.0003526981407769436,raw,2.7061627838041127,2.355763053068917e-05
87,28,perens,peren,0.0014107925631077745,noref,2.702508720573153,
940,28,proprietary,proprietari,0.0014107925631077745,noref,2.702508720573153,
1288,28,rfc,rfc,0.0014107925631077745,noref,2.702508720573153,
525,5,fabrication,fabric,0.0002519272434121026,raw,2.6881442783014347,1.7132822204137576e-05
1443,5,ensure,ensur,0.0002519272434121026,raw,2.6881442783014347,1.7132822204137576e-05
1684,5,cathedral,cathedr,0.0002519272434121026,raw,2.6881442783014347,1.7132822204137576e-05
1145,26,consortium,consortium,0.0013100216657429334,noref,2.6744148509879673,
1251,4,affirming,affirm,0.00020154179472968206,stem,2.6726400917654694,1.392041804086178e-05
93,28,engineering,engin,0.0014107925631077745,raw,2.661711021233279,9.851372767379107e-05
67,14,sharing,share,0.0007053962815538873,raw,2.661711021233279,4.925686383689553e-05
464,14,enable,enabl,0.0007053962815538873,raw,2.661711021233279,4.925686383689553e-05
288,25,openbts,openbt,0.001259636217060513,noref,2.6595465234876454,
259,12,alliance,allianc,0.0006046253841890462,raw,2.6473222837811794,4.283205551034394e-05
310,6,spatial,spatial,0.0003023126920945231,raw,2.6473222837811794,2.141602775517197e-05
580,3,comply,compli,0.00015115634604726154,raw,2.6473222837811794,1.0708013877585985e-05
894,3,viable,viabl,0.00015115634604726154,raw,2.6473222837811794,1.0708013877585985e-05
896,3,impractical,impract,0.00015115634604726154,raw,2.6473222837811794,1.0708013877585985e-05
1079,3,clarification,clarif,0.00015115634604726154,raw,2.6473222837811794,1.0708013877585985e-05
1379,3,certify,certifi,0.00015115634604726154,raw,2.6473222837811794,1.0708013877585985e-05
1485,3,transaction,transact,0.00015115634604726154,raw,2.6473222837811794,1.0708013877585985e-05
1546,3,drafted,draft,0.00015115634604726154,raw,2.6473222837811794,1.0708013877585985e-05
1575,3,outputs,output,0.00015115634604726154,raw,2.6473222837811794,1.0708013877585985e-05
1683,3,certifications,certif,0.00015115634604726154,stem,2.6473222837811794,1.0708013877585985e-05
1162,24,iec,iec,0.0012092507683780923,noref,2.644071160217951,
1423,10,capture,captur,0.0005038544868242052,raw,2.6275196564849996,3.640724718379235e-05
1110,7,ken,ken,0.0003526981407769436,raw,2.619151406814483,2.5699233306206364e-05
1294,11,documents,document,0.0005542399355066257,raw,2.6116042011791,4.0690452734826745e-05
254,22,opencores,opencor,0.0011084798710132514,noref,2.6110856904158157,
1324,22,vendor,vendor,0.0011084798710132514,noref,2.6110856904158157,
1525,12,drawings,draw,0.0006046253841890462,raw,2.5985321196117472,4.4973658285861136e-05
313,8,centered,center,0.0004030835894593641,raw,2.5985321196117472,2.9982438857240758e-05
1422,4,immune,immun,0.00020154179472968206,stem,2.5985321196117472,1.4991219428620379e-05
1469,4,serial,serial,0.00020154179472968206,raw,2.5985321196117472,1.4991219428620379e-05
1549,4,certified,certifi,0.00020154179472968206,raw,2.5985321196117472,1.4991219428620379e-05
1590,4,directory,directori,0.00020154179472968206,raw,2.5985321196117472,1.4991219428620379e-05
1185,21,vendors,vendor,0.0010580944223308308,noref,2.593450242914479,
76,40,principles,principl,0.0020154179472968207,raw,2.5843474846197907,0.000152053797061721
959,9,compatible,compat,0.00045346903814178467,raw,2.5827837626436083,3.426564440827515e-05
363,32,processes,process,0.0016123343578374565,raw,2.5808325425123466,0.00012207135820448023
146,34,commercial,commerci,0.0017131052552022976,raw,2.57363456799002,0.000130637769306549
1577,5,versus,versu,0.0002519272434121026,raw,2.570361242645051,1.9274424979654775e-05
1598,5,versions,version,0.0002519272434121026,raw,2.570361242645051,1.9274424979654775e-05
190,26,models,model,0.0013100216657429334,raw,2.5660968438585936,0.00010065533044930826
52,48,product,product,0.0024185015367561846,raw,2.5634407998004773,0.00018631944146999614
1595,8,sustainability,sustain,0.0004030835894593641,stem,2.563440799800477,3.105324024499936e-05
37,107,process,process,0.005391243009018995,raw,2.552862082778559,0.0004197541440013706
298,6,spaces,space,0.0003023126920945231,raw,2.552012103976854,2.355763053068917e-05
1313,6,nominal,nomin,0.0003023126920945231,raw,2.552012103976854,2.355763053068917e-05
1478,6,dimensional,dimension,0.0003023126920945231,raw,2.552012103976854,2.355763053068917e-05
1136,33,european,european,0.0016627198065198771,raw,2.543781604840339,0.000130637769306549
1389,4,conforming,conform,0.00020154179472968206,stem,2.5429622684569364,1.5847860538827258e-05
148,28,developing,develop,0.0014107925631077745,raw,2.5391086991409466,0.00011136334432689425
702,14,released,releas,0.0007053962815538873,raw,2.5391086991409466,5.5681672163447126e-05
132,7,media,media,0.0003526981407769436,raw,2.5391086991409466,2.7840836081723563e-05
1349,7,sector,sector,0.0003526981407769436,raw,2.5391086991409466,2.7840836081723563e-05
333,22,participation,particip,0.0011084798710132514,raw,2.535618294201178,8.780571379620508e-05
245,17,electronics,electron,0.0008565526276011488,raw,2.5256253488036595,6.85312888165503e-05
1639,9,geometric,geometr,0.00045346903814178467,raw,2.5221591408271733,3.640724718379235e-05
1168,5,architectures,architectur,0.0002519272434121026,stem,2.516294021374775,2.0345226367413372e-05
1255,11,availability,avail,0.0005542399355066257,raw,2.5115207426221176,4.4973658285861136e-05
780,12,authors,author,0.0006046253841890462,raw,2.5075603414060206,4.925686383689553e-05
654,15,contributions,contribut,0.0007557817302363078,raw,2.498902278662906,6.210648048999872e-05
287,76,production,product,0.003829294099863959,raw,2.491668974069386,0.0003169572107765452
30,20,shared,share,0.0010077089736484103,raw,2.465000726987225,8.566411102068788e-05
312,15,citizen,citizen,0.0007557817302363078,raw,2.465000726987225,6.424808326551591e-05
640,9,refers,refer,0.00045346903814178467,raw,2.465000726987225,3.854884995930955e-05
468,5,interact,interact,0.0002519272434121026,stem,2.465000726987225,2.141602775517197e-05
1298,5,launch,launch,0.0002519272434121026,raw,2.465000726987225,2.141602775517197e-05
167,4,tech,tech,0.00020154179472968206,raw,2.465000726987225,1.7132822204137576e-05
304,4,architectural,architectur,0.00020154179472968206,raw,2.465000726987225,1.7132822204137576e-05
380,4,architects,architect,0.00020154179472968206,raw,2.465000726987225,1.7132822204137576e-05
987,4,removing,remov,0.00020154179472968206,raw,2.465000726987225,1.7132822204137576e-05
1146,4,ensures,ensur,0.00020154179472968206,stem,2.465000726987225,1.7132822204137576e-05
1339,4,restriction,restrict,0.00020154179472968206,raw,2.465000726987225,1.7132822204137576e-05
1420,4,revision,revis,0.00020154179472968206,raw,2.465000726987225,1.7132822204137576e-05
1637,4,automotive,automot,0.00020154179472968206,raw,2.465000726987225,1.7132822204137576e-05
282,3,turbine,turbin,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
461,3,replaces,replac,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
666,3,submitting,submit,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
938,3,modifications,modif,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
1117,3,stance,stanc,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
1403,3,identifies,identifi,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
1441,3,supplier,supplier,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
1444,3,demonstrates,demonstr,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
1445,3,breach,breach,0.00015115634604726154,raw,2.4650007269872245,1.2849616653103182e-05
1650,21,modeling,model,0.0010580944223308308,stem,2.4570955474801117,9.066118416356133e-05
592,29,parties,parti,0.001461178011790195,raw,2.447906293627925,0.00012635456375551462
25,52,products,product,0.002620043331485867,raw,2.4272603990043775,0.00023129309975585728
527,13,distributed,distribut,0.0006550108328714667,raw,2.4272603990043775,5.782327493896432e-05
704,13,requirement,requir,0.0006550108328714667,raw,2.4272603990043775,5.782327493896432e-05
1385,4,prohibit,prohibit,0.00020154179472968206,stem,2.4241787324669697,1.784668979597664e-05
664,11,exercises,exercis,0.0005542399355066257,raw,2.420548964416391,4.925686383689553e-05
602,52,firm,firm,0.002620043331485867,raw,2.4180437438994535,0.0002334347025313745
